"queryDate","timeZone","underlying","symbol","expiryDate","strikePrice","side","interval","openTimeUtc","openTimeLocal","open","high","low","close","volume","closeTimeUtc","closeTimeLocal","quoteVolume","numberOfTrades","takerBuyVolume","takerBuyQuoteVolume"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 08:00:00","2026-08-29 16:00:00","2625.000","2625.000","2625.000","2625.000","0.23","2026-08-29 08:14:59","2026-08-29 16:14:59","603.75000","1","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 08:15:00","2026-08-29 16:15:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 08:29:59","2026-08-29 16:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 08:30:00","2026-08-29 16:30:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 08:44:59","2026-08-29 16:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 08:45:00","2026-08-29 16:45:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 08:59:59","2026-08-29 16:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 09:00:00","2026-08-29 17:00:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 09:14:59","2026-08-29 17:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 09:15:00","2026-08-29 17:15:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 09:29:59","2026-08-29 17:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 09:30:00","2026-08-29 17:30:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 09:44:59","2026-08-29 17:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 09:45:00","2026-08-29 17:45:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 09:59:59","2026-08-29 17:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 10:00:00","2026-08-29 18:00:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 10:14:59","2026-08-29 18:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 10:15:00","2026-08-29 18:15:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 10:29:59","2026-08-29 18:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 10:30:00","2026-08-29 18:30:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 10:44:59","2026-08-29 18:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 10:45:00","2026-08-29 18:45:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 10:59:59","2026-08-29 18:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260831-75000-C","2026-08-31","75000","CALL","15m","2026-08-29 11:00:00","2026-08-29 19:00:00","2625.000","2625.000","2625.000","2625.000","0.00","2026-08-29 11:14:59","2026-08-29 19:14:59","0.00000","0","0.00","0.00000"
