"queryDate","timeZone","underlying","symbol","expiryDate","strikePrice","side","interval","openTimeUtc","openTimeLocal","open","high","low","close","volume","closeTimeUtc","closeTimeLocal","quoteVolume","numberOfTrades","takerBuyVolume","takerBuyQuoteVolume"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 13:15:00","2026-08-24 21:15:00","8095.000","8095.000","8095.000","8095.000","0.05","2026-08-24 13:29:59","2026-08-24 21:29:59","404.75000","1","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 13:30:00","2026-08-24 21:30:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 13:44:59","2026-08-24 21:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 13:45:00","2026-08-24 21:45:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 13:59:59","2026-08-24 21:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 14:00:00","2026-08-24 22:00:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 14:14:59","2026-08-24 22:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 14:15:00","2026-08-24 22:15:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 14:29:59","2026-08-24 22:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 14:30:00","2026-08-24 22:30:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 14:44:59","2026-08-24 22:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 14:45:00","2026-08-24 22:45:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 14:59:59","2026-08-24 22:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 15:00:00","2026-08-24 23:00:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 15:14:59","2026-08-24 23:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 15:15:00","2026-08-24 23:15:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 15:29:59","2026-08-24 23:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 15:30:00","2026-08-24 23:30:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 15:44:59","2026-08-24 23:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 15:45:00","2026-08-24 23:45:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 15:59:59","2026-08-24 23:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 16:00:00","2026-08-25 00:00:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 16:14:59","2026-08-25 00:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 16:15:00","2026-08-25 00:15:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 16:29:59","2026-08-25 00:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260826-71000-C","2026-08-26","71000","CALL","15m","2026-08-24 16:30:00","2026-08-25 00:30:00","8095.000","8095.000","8095.000","8095.000","0.00","2026-08-24 16:44:59","2026-08-25 00:44:59","0.00000","0","0.00","0.00000"
